IND_DESC,LOCAL_TIV,LOCAL_CURRENCY,REPORTDATE,PROJ_NAME,PROJECT_TYPE,PJ_SIC_NAM,SICPRODUCT,OWNER_NAME,P_STATUS_D,P_SIC_DESC,PLANT_NAME,P_ULT_NAME,PLANT_ADDR,PLANT_CITY,PLANT_ST,PL_ST_NAME,PL_COUNTRY,PL_PHONE,LONGITUDE,LATITUDE,PEC_ZONE,MARKET_REG,WORLD_ID,COUNTY_DES,ACT_DESC,COMPLETION,CO_PRECISN,SCOPE,SCHEDULE,PLANT_ID,PL_PARENT,PARENTNAME,REPORT_LINK,KO_SLIP,PROJ_PROB
Oil & Gas Pipelines,30000000,USD,18-Oct-17,SANTA MARIA SISQUOC CRUDE OIL PUMP STATION REBUILD,Rebuild,Crude Petroleum Pipelines,Crude Oil Pump Stations,ExxonMobil Corporation,Operational,Crude Petroleum Pipelines,Sisquoc Crude Oil Pump Station,ExxonMobil Corporation,"North of Cambria Winery, off Santa Maria Mesa Rd",Santa Maria,CA,California,U.S.A.,+1 5627282800,-120.260559,34.889264,CA*07,West Coast U.S.A.,1,Santa Barbara,Permitting,31-Oct-26,QUARTER,"ExxonMobil Corporation with SCS Engineers (Permitting) and SPEC Services Incorporated (Design Engineers) continues Local Permitting for a Crude Oil Pump Station Rebuild. DETAILS: Construct buildings and install (2) electric motor-driven mainline pump packages (size to-be-determined) to support a planned rebuild of lines 901 and 903 (Project ID 300392077) between Goleta and Pentland, CA. REQUIRES: Steel Frame Buildings, Install Electric Motor-Driven Pump Packages, Headers, Manifolds, Flanges, Control Valves, Pipe Racks, Gear Boxes, Pig Launching & Receiving Traps, Coatings, Electrical Utilities, MCC, Controls. ENVIRONMENTAL: (A) Leak Detection; (L) Containment, Liners.","ExxonMobil Corporation with SCS Engineers and SPEC Services Incorporated continue with Local Permitting through 2Q26 (Apr). Upon Approvals, ExxonMobil Corporation with SPEC Services and selected G/C release remaining Equipment RFQs and Subcontractor Bid Documents 2Q26 (May-Jun). Expected Construction Kick-Off 3Q26 (Jul). Expected Project Completion 4Q26 (Oct).",3280320,1034021,ExxonMobil Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300392109,69,Medium (70-80%)
Pharmaceutical & Biotech,2000000,USD,13-Jan-25,IRVINE NEUROVASCULAR MEDICAL DEVICES CMO 2025 MAINTENANCE PROGRAM,Maintenance Program,Surgical & Medical Instruments & Apparatus,Catheters-mfg,Medtronic Cardiac & Vascular Group,Operational,Surgical & Medical Instruments & Apparatus,Irvine Neurovascular Medical Devices CMO,Medtronic Incorporated,9775 Toledo Way,Irvine,CA,California,U.S.A.,+1 9498373700,-117.707469,33.651196,CA*08,West Coast U.S.A.,1,Orange,Maintenance Programs,31-Dec-25,YEAR,"Medtronic Cardiac & Vascular Group performs Planning and Scheduling for Neurovascular Medical Devices CMO 2025 Maintenance Program. PERFORMS NORMAL INSPECTION AND REPAIRS TO: 102,000 sqft campus of Catheters, Cardiac Pacemakers, Neurological Sensors production suites plus supporting equipment. REQUIRES MRO AND NDE OF: Building Automation Systems (Siemens, Johnson) (BAS), Temperature and Humidity Controls, Air/Gas Vacuum System, Fire and Security System, Compressors (Air), Sterilization Equipment, CNC Machining Equipment, Injection Molding Equipment, Assembly Equipment, Crimping Equipment, Refrigeration, Freezers, Cooling Towers, Autoclaves, Chillers, Benders, Lathes, Grinders, Extruders, Analytical Equipment, Air Handling Units, Controls (PLC), Conveyors (Belt), Packaging Equipment, Cleanrooms (ISO 7/10,000) , Lasers, Boilers, Water Purification System. ENVIRONMENTAL: (A) HEPA Filtration System, Scrubbers; (W) Wastewater Treatment System.","Medtronic Cardiac & Vascular Group continues with Maintenance Planning and Scheduling through 1Q25 (Jan). Project team releases Equipment RFQs plus Subcontractor Bid Documents 1Q25 (Feb)-4Q25 (Nov) to assist In-House Workforce. Pending production schedules and on an as-needed basis the 1-3+ day Maintenance events, the annual Maintenance Shutdown Kick-Off 1Q25 (Mar). Maintenance Program Completion 4Q25 (Dec).",3051271,1043153,Medtronic Cardiac & Vascular Group,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301040629,0,High (81-99%)
Petroleum Refining (HPI),6000000,USD,13-Jan-25,EL SEGUNDO 2027 ANNUAL TANK FARM MAINTENANCE PROGRAM,Maintenance Program,Petroleum Bulk Stations & Terminals,Refined Petroleum Products Storage,Chevron Corporation,Operational,Petroleum Refining,El Segundo Refinery,Chevron Corporation,324 West El Segundo Boulevard,El Segundo,CA,California,U.S.A.,+1 3106155000,-118.418895,33.916396,CA*08,West Coast U.S.A.,1,Los Angeles [souther,Maintenance Programs,31-Dec-27,YEAR,"Chevron Corporation performs Maintenance Scope & Scheduling for 2027 Annual Tank Farm Maintenance Program. DETAILS: At existing 290,000 bpd Crude Oil Refinery, Perform Routine Maintenance and API 653 Inspections on (4-6) Crude and Finished Product Storage Tanks ranging from 100' - 150' diameter x 50'H with Internal and External Floating Roofs as part of Annual Tank Repair Program. REQUIRES: Pressure Relief Valves, Roof Drains, Drain Tubes, Cathodic Protection, Indicators/Controllers, Plates, Flowlines/Piping, Painting & Coatings, Nozzles, Metering, Support Legs, Instrumentation, Seals, Structural Floor/Roof Upgrades and Replacements, Rings, Gauges.","Chevron Corporation continues to define Maintenance Scope & Scheduling through 2Q26 (Apr). Upon Finalization of Scope & Schedules, Chevron Corporation selects TURN-KEY CONTRACTOR to complete Engineering Specifications plus releases Equipment RFQs & Subcontractor Bid Documents 4Q26 (Oct)-1Q27. 2027 Annual Tank Farm Maintenance Program Kick-Off 2Q27 (Apr). Completion 4Q27 (Dec).",1007630,1033002,Chevron Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301040640,0,Medium (70-80%)
Power,503000000,USD,14-Jan-25,EL CENTRO NEW 500KV IMPERIAL VALLEY - NORTH OF SONGS OVERHEAD TRANSMISSION LINE,Electricity Transmission,Electric power transmission or distribution,Electric power transmission,"Horizon West Transmission, LLC",Operational,Electric power transmission or distribution,Imperial Valley Substation,Sempra Energy,Dixie Drain 3 & West Main Canal,El Centro,CA,California,U.S.A.,+1 6196962000,-115.715506,32.71765,CA*09,West Coast U.S.A.,1,San Bernardino,Project Scope,29-Dec-34,YEAR,"Horizon West Transmission (Subsidiary) and NextEra Energy Incorporated (Parent) perform Project Scope for new 500kV Imperial Valley - North of SONGS Overhead Transmission Line. DETAILS: Construct 141-mile of 500kV High Voltage transmission line connect existing Imperial Valley Substation (1054935) to proposed 500kv/230kV North of SONGS Substation (3178133). REQUIRES: Civil site preparation, Concrete Foundations, steel lattice towers, high-voltage Insulators, Transmission & Circuits networks, hydraulic tensioners, pulling machines, stringing blocks, anchors, conductor sag measuring tools, Splicers, Connectors, Splicers, Communication Equipment, Voltage Regulators, Protective Relays, SCADA Monitoring Equipment, Lightning Arresters, Hauling Equipment, Wiring, Wires, Switches, Conduits, Coatings, Jumpers. ENVIRONMENTAL: (L) Excavation, Trenching, Roads and Landscaping.","Horizon West Transmission (Subsidiary) with NextEra Energy Incorporated (Parent) continues Project Scope through Permitting and AFE Approvals by 2Q29 (Jun). Upon approvals, NextEra Energy Transmission is to release RFP's for EPC  4Q29 (Oct). Selected EPC in turn releases remaining RFQ's with Bid Documents for Equipment 2Q30 (May), Consumables and Specialty Subcontractors as needed 1Q31 (Feb). Construction is scheduled for Kick-Off 4Q30 (Oct). Project completion is expected 4Q24 (Dec).",1054935,1012566,San Diego Gas & Electric Company,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301041006,0,Low (0-69%)
Industrial Manufacturing,1000000,USD,10-Jan-25,STOCKTON COMMERCIAL ROOFING MANUFACTURING PLANT ANNUAL 4Q25 MAINTENANCE SHUTDOWN,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Asphalt Felts & Coatings,"Roofing, asphalt or tar saturated felt: built-up, roll, and shingle-mfpm-mfg",GAF Materials Corporation,Operational,Asphalt Felts & Coatings,Stockton Commercial Roofing,GAF Materials Corporation,3301 North Navone Road,Stockton,CA,California,U.S.A.,+1 2099311277,-121.21648,38.000401,CA*06,West Coast U.S.A.,1,San Joaquin,Scheduled Maintenance,31-Dec-25,MONTH,"GAF Materials Corporation performs Maintenance Planning and Scheduling for a Commercial Roofing Manufacturing Plant Annual 4Q25 Maintenance Shutdown. NORMAL INSPECTION/REPAIR TO: (348,480 sqft) Commercial Roofing Manufacturing Facility plus Supporting Equipment and Systems during a 2-Week Maintenance Shutdown. REQUIRES MRO TO: Asphalt Mixing and Handling Systems, Felt Machines, Hot Oil Heaters, Palletizers, Conveyor System, Cutters, Winders, Refrigerated Dryers, Heaters, Packaging Equipment, Compressors (Air), Granule Applicators, Switchgear, Transformers, Motors (VS), Pumps, Drives, MCC plus Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation and Exhaust System, Monitoring, Ducting, Fans.","GAF Materials Corporation continues with Maintenance Planning and Scheduling through 4Q25 (Oct). Upon Finalization of Plans and Completion of Scheduling, GAF Materials Corporation releases Equipment RFQs and Bid Documents plus Reviews and Selects Subcontractors 4Q25 (Nov). The Annual 4Q25 Commercial Roofing Manufacturing Plant Maintenance Shutdown is Scheduled to Kick-Off 4Q25 (Dec). Estimated Project Completion 4Q25 (Dec).",1041450,1010945,GAF Materials Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301040275,0,Medium (70-80%)
Industrial Manufacturing,1000000,USD,10-Jan-25,STOCKTON COMMERCIAL ROOFING MANUFACTURING PLANT ANNUAL 4Q26 MAINTENANCE SHUTDOWN,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Asphalt Felts & Coatings,"Roofing, asphalt or tar saturated felt: built-up, roll, and shingle-mfpm-mfg",GAF Materials Corporation,Operational,Asphalt Felts & Coatings,Stockton Commercial Roofing,GAF Materials Corporation,3301 North Navone Road,Stockton,CA,California,U.S.A.,+1 2099311277,-121.21648,38.000401,CA*06,West Coast U.S.A.,1,San Joaquin,Scheduled Maintenance,31-Dec-26,MONTH,"GAF Materials Corporation performs Maintenance Planning and Scheduling for a Commercial Roofing Manufacturing Plant Annual 4Q26 Maintenance Shutdown. NORMAL INSPECTION/REPAIR TO: (348,480 sqft) Commercial Roofing Manufacturing Facility plus Supporting Equipment and Systems during a 2-Week Maintenance Shutdown. REQUIRES MRO TO: Asphalt Mixing and Handling Systems, Felt Machines, Hot Oil Heaters, Palletizers, Conveyor System, Cutters, Winders, Refrigerated Dryers, Heaters, Packaging Equipment, Compressors (Air), Granule Applicators, Switchgear, Transformers, Motors (VS), Pumps, Drives, MCC plus Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation and Exhaust System, Monitoring, Ducting, Fans.","GAF Materials Corporation continues with Maintenance Planning and Scheduling through 4Q26 (Oct). Upon Finalization of Plans and Completion of Scheduling, GAF Materials Corporation releases Equipment RFQs and Bid Documents plus Reviews and Selects Subcontractors 4Q26 (Nov). The Annual 4Q26 Commercial Roofing Manufacturing Plant Maintenance Shutdown is Scheduled to Kick-Off 4Q26 (Dec). Estimated Project Completion 4Q26 (Dec).",1041450,1010945,GAF Materials Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301040274,0,Medium (70-80%)
Industrial Manufacturing,1000000,USD,10-Jan-25,SAN JOSE SEMICONDUCTOR MANUFACTURING PLANT FY27 MAINTENANCE PROGRAM,Maintenance Program,Semiconductors & Related Devices,Semiconductor devices-mfg,Cypress Semiconductor Corporation,Operational,Semiconductors & Related Devices,San Jose Semiconductors,Infineon Technologies AG,198 Champion Court,San Jose,CA,California,U.S.A.,+1 4089432600,-121.9516417,37.41027432,CA*03,West Coast U.S.A.,1,Santa Clara,Maintenance Programs,31-Dec-27,MONTH,"Cypress Semiconductor Corporation performs Maintenance Planning and Scheduling for a Semiconductor Manufacturing Plant FY27 Maintenance Program. NORMAL INSPECTION/REPAIR TO: Approximately (154,000 sqft) Semiconductor Manufacturing Plant plus Supporting Equipment & Systems during a series of (Monthly) Preventative Maintenance Shutdowns per Line throughout the Year. REQUIRES MRO TO: Heat Sink Bonding Equipment, Soldering Machines, Wafer Etching and Polishing Equipment, Ovens, Robotics, Steppers, Furnaces, Chillers, Lasers, Vacuum, Photolithography, Conveyor Systems, Compressors (Air), Stamping Equipment, Coating Machines, Material Handling Equipment, Packaging Equipment, Inspection and Testing Equipment, Motors (VS), MCC plus Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation and Exhaust System, Ducting, Fans.","Cypress Semiconductor Corporation continues Maintenance Planning and Scheduling through 4Q26 (Dec). Upon Finalization of Plans and Completion of Scheduling, Cypress Semiconductor Corporation Releases Equipment RFQs and Bid Documents 1Q27 (Jan) plus Reviews and Selects Subcontractors as Needed 1Q27 (Jan) - 4Q27 (Dec). The Semiconductor Manufacturing Plant FY27 Maintenance Program is Scheduled to Kick-Off 1Q27 (Jan). Expected Project Completion 4Q27 (Dec).",3196617,3267417,Cypress Semiconductor Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301040284,0,Medium (70-80%)
Industrial Manufacturing,1000000,USD,10-Jan-25,SAN JOSE SEMICONDUCTOR MANUFACTURING PLANT FY26 MAINTENANCE PROGRAM,Maintenance Program,Semiconductors & Related Devices,Semiconductor devices-mfg,Cypress Semiconductor Corporation,Operational,Semiconductors & Related Devices,San Jose Semiconductors,Infineon Technologies AG,198 Champion Court,San Jose,CA,California,U.S.A.,+1 4089432600,-121.9516417,37.41027432,CA*03,West Coast U.S.A.,1,Santa Clara,Maintenance Programs,31-Dec-26,MONTH,"Cypress Semiconductor Corporation performs Maintenance Planning and Scheduling for a Semiconductor Manufacturing Plant FY26 Maintenance Program. NORMAL INSPECTION/REPAIR TO: Approximately (154,000 sqft) Semiconductor Manufacturing Plant plus Supporting Equipment & Systems during a series of (Monthly) Preventative Maintenance Shutdowns per Line throughout the Year. REQUIRES MRO TO: Heat Sink Bonding Equipment, Soldering Machines, Wafer Etching and Polishing Equipment, Ovens, Robotics, Steppers, Furnaces, Chillers, Lasers, Vacuum, Photolithography, Conveyor Systems, Compressors (Air), Stamping Equipment, Coating Machines, Material Handling Equipment, Packaging Equipment, Inspection and Testing Equipment, Motors (VS), MCC plus Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation and Exhaust System, Ducting, Fans.","Cypress Semiconductor Corporation continues Maintenance Planning and Scheduling through 4Q25 (Dec). Upon Finalization of Plans and Completion of Scheduling, Cypress Semiconductor Corporation Releases Equipment RFQs and Bid Documents 1Q26 (Jan) plus Reviews and Selects Subcontractors as Needed 1Q26 (Jan) - 4Q26 (Dec). The Semiconductor Manufacturing Plant FY26 Maintenance Program is Scheduled to Kick-Off 1Q26 (Jan). Expected Project Completion 4Q26 (Dec).",3196617,3267417,Cypress Semiconductor Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301040280,0,Medium (70-80%)
Power,5000000,USD,8-Dec-15,CAMPTONVILLE GRASSROOT 5MW BIOMASS-TO-ENERGY CHP POWER PLANT,Grassroot,Electricity/Steam [IPP],Nonutility Owned Cogeneration,Camptonville Community Partnership,Engineered,Electricity/Steam [IPP],Camptonville Biomass Gasified-to-Energy,Camptonville Community Partnership,Walker Mill Road,Camptonville,CA,California,U.S.A.,+1 5302889355,-121.067825,39.422032,CA*02,West Coast U.S.A.,1,Yuba,Site Preparation,30-Jun-26,YEAR,"Camptonville Community Partnership with ICF International Incorporated (Consultant) and Phoenix Energy (General Contractor) continue Site Preparation for a Grassroot 3MW Biomass-to-Energy CHP Power Plant. DETAILS: At Grassroot Site, Install Cortus Energy AB or Equal Pre-Treatment System (21,755 BDT/yr) and Direct Combustion Boiler System, with Powerhouse and Elliott Steam Turbine Generator (or Equivalent) plus Balance of Plant Equipment to produce 3MW Renewable Energy to PG&E Grid and Steam/Heat to Local Businesses. REQUIRES: Site preparation, Pilings, Foundations, Switchgear, Breakers, Transformers, Transformer Pads, Steam Turbine, Direct Combustion Boiler, Biomass Handling and Storage System, Cooling System, Condenser, Ignition System, Wood Processing and Drying System, Heat Exchangers, MCC, DCS, SCADA, Pulverizers, Mixers, Hoppers, Unloading System, Truck Scale, BFW System, Condenser, Compressor (Air, Gas), NDE Testing, Instrumentation and Controls, Monitoring and Sensors. ENVIRONMENTAL: (A) CEMS, Stacks; (L) Excavation, Ash Waste Disposal, Spill Containment; (W) Demineralized and Wastewater System.","Camptonville Community Partnership with ICF International Incorporated (Consultant) and Phoenix Energy (General Contractor) continues Site Preparation. AFE approval 2Q24 (Jun) and expects to release RFQs and Bid Documents for Equipment by 4Q25 (Oct), Consumables and Subcontractors as required through 2Q25 (Jun). Construction Kick-Off expected 2Q25 (May). Project Completion 4Q26 (Dec).",3176988,3157102,Camptonville Community Partnership,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300252470,100,High (81-99%)
Power,850000000,USD,9-Jan-25,BLYTHE GRASSROOT 500MW GRACE PV SOLAR PLANT & 500MW BATTERY ENERGY STORAGE (BESS,Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,"Boulevard Associates, LLC",Planned,Electricity/Steam [IPP],Grace PV Solar Energy Center,NextEra Energy Incorporated,14431 W Chanslor Way,Blythe,CA,California,U.S.A.,+1 5616917171,-114.684575,33.622877,CA*09,West Coast U.S.A.,1,Riverside [eastern],Project Scope,29-Dec-28,YEAR,"Boulevard Associates, LLC with NextEra Energy Incorporated (Parent) and Dudek Environmental (Consultant) prepares Project Scope for Grassroot 500MW Grace Solar Energy Center. DETAILS: On 3,818-acre, construct Solar Plant utilizing Photovoltaic modules, and Battery Storage plant with Lithium-Ion batteries and balance of plant facilities. REQUIRES: Civil site preparation, Concrete foundations, Interconnection Substation (Breakers, Transformers, Switchgear), MCC, DCS, SCADA, Tracking system, Cabling, Controls System, Conduit, Power Inverters, Operations & Maintenance Building, Voltage Regulators, Panels, Electrical Collection System, Power Inverters, Conversion Station, Underground Waterproof Enclosures, Cooling System, Combiner Boxes, Junction Boxes, Fiber Optic Data Communication Cable, Battery Chargers, Battery Management System (BMS), gen-tie line, Storage enclosure. ENVIRONMENTAL: (L) Trenching, Roads and Landscaping.","Boulevard Associates, LLC with NextEra Energy Incorporated (Parent) and Dudek Environmental (Consultant) continues Project Scope through Permitting and AFE Approvals by 2Q26 (Apr). Upon approvals, NextEra Energy is to release RFPs for EPC 2Q26 (Jun). Selected EPC in turn will release remaining RFQs with Bid Documents for Equipment 3Q26 (Sep), Consumables and Specialty Subcontractors as needed 2Q27 (Jun). Construction is scheduled for Kick-Off 1Q27 (Mar). Project completion is expected 4Q28 (Dec).",3623594,3355154,"Boulevard Associates, LLC",https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301039897,0,Low (0-69%)
